,percent_rounded,percent_geochem_preserved,actual_volume,avg_r,non-uni,uni,mantle_temp,int_temp,mean_it3
776,27.5614771540558,20.0279539001326,13628152,151.33333333333334,172,110,1022.5,1610,1476.79711746352
777,71.7619986850756,100.0,559728,59.333333333333336,78,22,768.0,1890,1097.07215772524
778,90.4086994122136,8.85288190544219,12969336,146.0,140,158,1008.5,1720,1564.50875886677
779,83.6246957875228,0.0,6064840,113.33333333333333,118,104,1325.5,1670,1561.12282692688
780,93.486912963731,4.4399034691452,19230328,170.0,194,122,927.5,1810,1636.12092957785
781,0.0,100.0,561824,61.333333333333336,82,20,441.0,1620,806.230195799342
782,100.0,0.0,13941800,150.66666666666666,136,180,1471.5,1880,1769.42873772633
783,47.8186342272602,100.0,144680,56.0,16,136,728.5,1890,863.166385019617
784,100.0,0.0,471000,58.0,32,110,1530.5,1830,1619.43940847818
785,68.8227370881647,47.2437409579737,1122536,104.0,150,12,1210.0,1820,1349.14395527239
786,100.0,0.0,4280648,108.0,78,168,1526.0,1850,1717.21524158466
787,81.6304370066768,49.0701692865524,11338408,142.66666666666666,120,188,399.0,1690,1349.61092520191
788,94.6085961055245,0.0,23983512,179.33333333333334,188,162,917.0,1850,1655.86617937296
789,100.0,0.0,105240,30.666666666666668,24,44,1622.5,1720,1637.23226552487
790,100.0,0.0,415400,47.333333333333336,40,62,1571.5,1620,1586.85162111307
791,100.0,0.0,11662392,154.0,194,74,1510.0,1830,1735.14508714463
792,85.2318243169299,36.117900266297,1096520,64.0,64,64,952.0,1840,1403.3251712317
793,46.6284106777018,100.0,3924440,135.33333333333334,190,26,481.5,1660,997.889056704009
794,26.7990740859156,0.0,625544,78.66666666666667,112,12,1455.5,1660,1499.70998445666
795,71.8299042308903,88.2527321460114,1041672,65.33333333333333,52,92,674.0,1780,1156.45761728924
796,85.5648740005362,39.4658000262264,9578136,134.0,116,170,565.5,1760,1424.42417741173
797,13.6692849127818,100.0,78424,71.33333333333333,10,194,1060.5,1840,1098.90118587774
798,95.1658471741615,0.180039025952127,12192912,151.33333333333334,184,86,1010.5,1900,1665.33623098373
799,90.2370940667106,20.2350377263702,28361064,189.33333333333334,184,200,630.0,1740,2915.06741849523
800,53.3285968028419,100.0,112600,30.0,30,30,482.0,1870,717.244325500894
801,74.2256759164214,99.8048813593831,943016,77.33333333333333,38,156,607.0,1900,1056.56146885178
802,91.6094333650194,10.7665897881497,16604552,160.0,176,128,914.0,1760,1582.17144549598
803,90.2413387555239,0.368209042752627,2496408,84.66666666666667,78,98,1105.5,1810,1548.01489050721
804,92.9150679249196,0.0,385720,51.333333333333336,32,90,1469.0,1730,1541.3229879751
805,79.8292669618212,35.8217632880692,4251784,124.0,168,36,937.0,1780,1371.08565964176
806,100.0,0.0,4818424,134.0,184,34,1602.0,1620,1611.25389921066
807,74.6265007314577,76.6136618883626,1930392,78.0,70,94,534.0,1760,1188.16084431305
